label,threshold,mean_grad,high_grad_count,dispersion,low_value_ratio,extreme_std_score,contrast_entropy,band_only_accuracy
0,0.2,0.155,0.238,0.218,1.0,0.313,0.122,0.913
0,0.2,0.0,0.201,0.163,1.0,0.0,0.0,0.832
0,0.2,0.29,0.192,0.18,1.0,0.488,0.31,0.894
0,0.2,1.0,0.941,0.642,0.0,0.658,0.726,0.838
0,0.2,0.339,0.921,1.0,0.208,0.594,1.0,0.927
0,0.2,0.526,0.455,0.384,0.439,0.45,0.564,0.91
0,0.2,0.143,0.674,0.701,0.552,0.351,0.785,0.944
0,0.2,0.766,1.0,0.67,0.887,0.219,0.7,0.945
0,0.3,0.573,0.0,0.0,1.0,0.755,0.386,0.78
0,0.3,0.567,0.135,0.106,1.0,1.0,0.458,0.893
0,0.3,0.172,0.692,0.761,1.0,0.777,0.97,0.91
0,0.3,0.177,0.212,0.256,1.0,0.313,0.122,0.913
0,0.3,0.0,0.293,0.255,1.0,0.0,0.0,0.832
0,0.3,0.247,0.173,0.178,1.0,0.488,0.31,0.894
0,0.3,1.0,0.375,0.315,0.0,0.658,0.726,0.838
0,0.3,0.274,0.716,1.0,0.208,0.594,1.0,0.927
0,0.3,0.569,0.351,0.336,0.439,0.45,0.564,0.91
0,0.3,0.048,0.505,0.638,0.552,0.351,0.785,0.944
0,0.3,0.766,1.0,0.84,0.887,0.219,0.7,0.945
0,0.4,0.0,0.0,0.0,1.0,0.755,0.386,0.78
0,0.4,0.408,0.024,0.013,1.0,1.0,0.458,0.893
0,0.4,0.477,0.576,0.726,1.0,0.777,0.97,0.91
0,0.4,0.342,0.129,0.208,1.0,0.313,0.122,0.913
0,0.4,0.306,0.365,0.357,1.0,0.0,0.0,0.832
0,0.4,0.412,0.094,0.144,1.0,0.488,0.31,0.894
0,0.4,1.0,0.071,0.066,0.0,0.658,0.726,0.838
0,0.4,0.473,0.518,0.962,0.208,0.594,1.0,0.927
0,0.4,0.565,0.318,0.389,0.439,0.45,0.564,0.91
0,0.4,0.376,0.318,0.63,0.552,0.351,0.785,0.944
0,0.4,0.764,1.0,1.0,0.887,0.219,0.7,0.945
0,0.5,0.0,0.0,0.0,1.0,0.755,0.386,0.78
0,0.5,0.0,0.0,0.0,1.0,1.0,0.458,0.893
0,0.5,0.51,0.391,0.274,1.0,0.777,0.97,0.91
0,0.5,0.592,0.043,0.0,1.0,0.313,0.122,0.913
0,0.5,0.436,0.391,0.235,1.0,0.0,0.0,0.832
0,0.5,0.266,0.043,0.0,1.0,0.488,0.31,0.894
0,0.5,0.0,0.0,0.0,0.0,0.658,0.726,0.838
0,0.5,0.66,0.478,1.0,0.208,0.594,1.0,0.927
0,0.5,0.576,0.217,0.209,0.439,0.45,0.564,0.91
0,0.5,0.448,0.304,0.528,0.552,0.351,0.785,0.944
0,0.5,1.0,1.0,0.688,0.887,0.219,0.7,0.945
0,0.6,0.0,0.0,0.0,1.0,0.755,0.386,0.78
0,0.6,0.0,0.0,0.0,1.0,1.0,0.458,0.893
0,0.6,0.0,0.0,0.0,1.0,0.777,0.97,0.91
0,0.6,0.0,0.0,0.0,1.0,0.313,0.122,0.913
0,0.6,0.003,0.143,0.0,1.0,0.0,0.0,0.832
0,0.6,0.0,0.0,0.0,1.0,0.488,0.31,0.894
0,0.6,0.0,0.0,0.0,0.0,0.658,0.726,0.838
0,0.6,0.828,0.286,1.0,0.208,0.594,1.0,0.927
0,0.6,0.566,0.286,0.088,0.439,0.45,0.564,0.91
0,0.6,0.176,0.143,0.0,0.552,0.351,0.785,0.944
0,0.6,1.0,1.0,0.115,0.887,0.219,0.7,0.945
0,0.7,0.0,0.0,0.0,1.0,0.755,0.386,0.78
0,0.7,0.0,0.0,0.0,1.0,1.0,0.458,0.893
0,0.7,0.0,0.0,0.0,1.0,0.777,0.97,0.91
0,0.7,0.0,0.0,0.0,1.0,0.313,0.122,0.913
0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.832
0,0.7,0.0,0.0,0.0,1.0,0.488,0.31,0.894
0,0.7,0.0,0.0,0.0,0.0,0.658,0.726,0.838
0,0.7,0.32,1.0,0.0,0.208,0.594,1.0,0.927
0,0.7,1.0,1.0,0.0,0.439,0.45,0.564,0.91
0,0.7,0.0,0.0,0.0,0.552,0.351,0.785,0.944
0,0.7,0.0,0.0,0.0,0.887,0.219,0.7,0.945
0,0.8,0.0,0.0,0.0,1.0,0.755,0.386,0.78
0,0.8,0.0,0.0,0.0,1.0,1.0,0.458,0.893
0,0.8,0.0,0.0,0.0,1.0,0.777,0.97,0.91
0,0.8,0.0,0.0,0.0,1.0,0.313,0.122,0.913
0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.832
0,0.8,0.0,0.0,0.0,1.0,0.488,0.31,0.894
0,0.8,0.0,0.0,0.0,0.0,0.658,0.726,0.838
0,0.8,0.0,0.0,0.0,0.208,0.594,1.0,0.927
0,0.8,1.0,1.0,0.0,0.439,0.45,0.564,0.91
0,0.8,0.0,0.0,0.0,0.552,0.351,0.785,0.944
0,0.8,0.0,0.0,0.0,0.887,0.219,0.7,0.945
0,0.9,0.0,0.0,0.0,1.0,0.755,0.386,0.78
0,0.9,0.0,0.0,0.0,1.0,1.0,0.458,0.893
0,0.9,0.0,0.0,0.0,1.0,0.777,0.97,0.91
0,0.9,0.0,0.0,0.0,1.0,0.313,0.122,0.913
0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.832
0,0.9,0.0,0.0,0.0,1.0,0.488,0.31,0.894
0,0.9,0.0,0.0,0.0,0.0,0.658,0.726,0.838
0,0.9,0.0,0.0,0.0,0.208,0.594,1.0,0.927
0,0.9,1.0,1.0,0.0,0.439,0.45,0.564,0.91
0,0.9,0.0,0.0,0.0,0.552,0.351,0.785,0.944
0,0.9,0.0,0.0,0.0,0.887,0.219,0.7,0.945
0,1,0.0,0.0,0.0,1.0,0.755,0.386,0.78
0,1,0.0,0.0,0.0,1.0,1.0,0.458,0.893
0,1,0.0,0.0,0.0,1.0,0.777,0.97,0.91
0,1,0.0,0.0,0.0,1.0,0.313,0.122,0.913
0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.832
0,1,0.0,0.0,0.0,1.0,0.488,0.31,0.894
0,1,0.0,0.0,0.0,0.0,0.658,0.726,0.838
0,1,0.0,0.0,0.0,0.208,0.594,1.0,0.927
0,1,1.0,1.0,0.0,0.439,0.45,0.564,0.91
0,1,0.0,0.0,0.0,0.552,0.351,0.785,0.944
0,1,0.0,0.0,0.0,0.887,0.219,0.7,0.945
0,0,0.409,0.643,0.671,0.0,0.31,0.514,0.78
0,0,0.489,0.58,0.526,0.0,0.836,0.652,0.893
0,0,0.468,0.301,0.647,0.0,0.84,0.535,0.91
0,0,0.0,0.0,0.0,0.0,0.598,0.0,0.913
0,0,0.067,0.239,0.397,0.0,0.335,0.177,0.832
0,0,0.338,0.086,0.171,0.0,1.0,0.245,0.894
0,0,1.0,0.722,0.554,0.0,0.537,1.0,0.838
0,0,0.393,0.366,0.869,0.0,0.471,0.503,0.927
0,0,0.304,0.153,0.199,0.0,0.264,0.254,0.91
0,0,0.27,0.24,0.678,0.0,0.141,0.347,0.944
0,0,0.38,1.0,1.0,0.0,0.0,0.744,0.945
0,0.1,0.844,0.35,0.295,0.0,0.31,0.514,0.78
0,0.1,0.572,0.524,0.505,0.0,0.836,0.652,0.893
0,0.1,0.375,0.534,0.835,0.0,0.84,0.535,0.91
0,0.1,0.0,0.0,0.0,0.0,0.598,0.0,0.913
0,0.1,0.128,0.128,0.198,0.0,0.335,0.177,0.832
0,0.1,0.478,0.135,0.184,0.0,1.0,0.245,0.894
0,0.1,1.0,1.0,0.886,0.0,0.537,1.0,0.838
0,0.1,0.336,0.534,1.0,0.0,0.471,0.503,0.927
0,0.1,0.386,0.223,0.264,0.0,0.264,0.254,0.91
0,0.1,0.113,0.508,0.908,0.0,0.141,0.347,0.944
0,0.1,0.699,0.636,0.567,0.0,0.0,0.744,0.945
0,0.2,0.99,0.322,0.187,0.0,0.31,0.514,0.78
0,0.2,0.677,0.189,0.133,0.0,0.836,0.652,0.893
0,0.2,0.189,0.759,0.944,0.0,0.84,0.535,0.91
0,0.2,0.0,0.0,0.0,0.0,0.598,0.0,0.913
0,0.2,0.131,0.061,0.068,0.0,0.335,0.177,0.832
0,0.2,0.411,0.223,0.224,0.0,1.0,0.245,0.894
0,0.2,1.0,1.0,0.805,0.0,0.537,1.0,0.838
0,0.2,0.264,0.642,1.0,0.0,0.471,0.503,0.927
0,0.2,0.32,0.357,0.342,0.0,0.264,0.254,0.91
0,0.2,0.057,0.601,0.861,0.0,0.141,0.347,0.944
0,0.2,0.871,0.506,0.365,0.0,0.0,0.744,0.945
0,0.3,0.825,0.429,0.284,0.0,0.31,0.514,0.78
0,0.3,0.738,0.0,0.0,0.0,0.836,0.652,0.893
0,0.3,0.111,1.0,1.0,0.0,0.84,0.535,0.91
0,0.3,0.0,0.06,0.086,0.0,0.598,0.0,0.913
0,0.3,0.107,0.122,0.122,0.0,0.335,0.177,0.832
0,0.3,0.319,0.398,0.376,0.0,1.0,0.245,0.894
0,0.3,1.0,0.507,0.347,0.0,0.537,1.0,0.838
0,0.3,0.258,0.627,0.799,0.0,0.471,0.503,0.927
0,0.3,0.26,0.509,0.45,0.0,0.264,0.254,0.91
0,0.3,0.057,0.613,0.714,0.0,0.141,0.347,0.944
0,0.3,0.933,0.378,0.246,0.0,0.0,0.744,0.945
0,0.4,0.686,0.34,0.231,0.0,0.31,0.514,0.78
0,0.4,0.626,0.0,0.0,0.0,0.836,0.652,0.893
0,0.4,0.122,1.0,1.0,0.0,0.84,0.535,0.91
0,0.4,0.0,0.078,0.073,0.0,0.598,0.0,0.913
0,0.4,0.17,0.18,0.164,0.0,0.335,0.177,0.832
0,0.4,0.24,0.444,0.423,0.0,1.0,0.245,0.894
0,0.4,1.0,0.127,0.096,0.0,0.537,1.0,0.838
0,0.4,0.227,0.575,0.69,0.0,0.471,0.503,0.927
0,0.4,0.271,0.503,0.425,0.0,0.264,0.254,0.91
0,0.4,0.12,0.422,0.472,0.0,0.141,0.347,0.944
0,0.4,0.837,0.235,0.15,0.0,0.0,0.744,0.945
0,0.5,0.834,0.242,0.167,0.0,0.31,0.514,0.78
0,0.5,0.439,0.0,0.0,0.0,0.836,0.652,0.893
0,0.5,0.034,1.0,1.0,0.0,0.84,0.535,0.91
0,0.5,0.0,0.068,0.07,0.0,0.598,0.0,0.913
0,0.5,0.175,0.137,0.133,0.0,0.335,0.177,0.832
0,0.5,0.118,0.432,0.435,0.0,1.0,0.245,0.894
0,0.5,0.977,0.032,0.041,0.0,0.537,1.0,0.838
0,0.5,0.218,0.526,0.655,0.0,0.471,0.503,0.927
0,0.5,0.304,0.447,0.384,0.0,0.264,0.254,0.91
0,0.5,0.121,0.268,0.31,0.0,0.141,0.347,0.944
0,0.5,1.0,0.126,0.086,0.0,0.0,0.744,0.945
0,0.6,0.827,0.121,0.078,0.0,0.31,0.514,0.78
0,0.6,0.0,0.0,0.0,0.0,0.836,0.652,0.893
0,0.6,0.338,1.0,1.0,0.0,0.84,0.535,0.91
0,0.6,0.51,0.061,0.054,0.0,0.598,0.0,0.913
0,0.6,0.449,0.131,0.107,0.0,0.335,0.177,0.832
0,0.6,0.324,0.434,0.415,0.0,1.0,0.245,0.894
0,0.6,0.968,0.02,0.042,0.0,0.537,1.0,0.838
0,0.6,0.433,0.414,0.493,0.0,0.471,0.503,0.927
0,0.6,0.475,0.394,0.34,0.0,0.264,0.254,0.91
0,0.6,0.383,0.242,0.273,0.0,0.141,0.347,0.944
0,0.6,1.0,0.061,0.045,0.0,0.0,0.744,0.945
0,0.7,0.756,0.047,0.021,0.0,0.31,0.514,0.78
0,0.7,0.0,0.0,0.0,0.0,0.836,0.652,0.893
0,0.7,0.335,1.0,1.0,0.0,0.84,0.535,0.91
0,0.7,0.483,0.023,0.0,0.0,0.598,0.0,0.913
0,0.7,0.471,0.14,0.096,0.0,0.335,0.177,0.832
0,0.7,0.305,0.395,0.363,0.0,1.0,0.245,0.894
0,0.7,0.0,0.0,0.0,0.0,0.537,1.0,0.838
0,0.7,0.279,0.302,0.364,0.0,0.471,0.503,0.927
0,0.7,0.379,0.395,0.34,0.0,0.264,0.254,0.91
0,0.7,0.328,0.209,0.222,0.0,0.141,0.347,0.944
0,0.7,1.0,0.07,0.077,0.0,0.0,0.744,0.945
0,0.8,0.362,0.036,0.0,0.0,0.31,0.514,0.78
0,0.8,0.0,0.0,0.0,0.0,0.836,0.652,0.893
0,0.8,0.271,1.0,1.0,0.0,0.84,0.535,0.91
0,0.8,0.0,0.0,0.0,0.0,0.598,0.0,0.913
0,0.8,0.318,0.143,0.097,0.0,0.335,0.177,0.832
0,0.8,0.142,0.179,0.226,0.0,1.0,0.245,0.894
0,0.8,0.0,0.0,0.0,0.0,0.537,1.0,0.838
0,0.8,0.195,0.25,0.301,0.0,0.471,0.503,0.927
0,0.8,0.444,0.179,0.159,0.0,0.264,0.254,0.91
0,0.8,0.174,0.107,0.135,0.0,0.141,0.347,0.944
0,0.8,1.0,0.036,0.0,0.0,0.0,0.744,0.945
0,0.9,0.0,0.0,0.0,0.0,0.31,0.514,0.78
0,0.9,0.0,0.0,0.0,0.0,0.836,0.652,0.893
0,0.9,0.402,1.0,1.0,0.0,0.84,0.535,0.91
0,0.9,0.0,0.0,0.0,0.0,0.598,0.0,0.913
0,0.9,0.0,0.0,0.0,0.0,0.335,0.177,0.832
0,0.9,0.18,0.158,0.173,0.0,1.0,0.245,0.894
0,0.9,0.0,0.0,0.0,0.0,0.537,1.0,0.838
0,0.9,0.28,0.211,0.25,0.0,0.471,0.503,0.927
0,0.9,1.0,0.105,0.107,0.0,0.264,0.254,0.91
0,0.9,0.15,0.053,0.0,0.0,0.141,0.347,0.944
0,0.9,0.0,0.0,0.0,0.0,0.0,0.744,0.945
0,1,0.0,0.0,0.0,0.0,0.31,0.514,0.78
0,1,0.0,0.0,0.0,0.0,0.836,0.652,0.893
0,1,1.0,1.0,1.0,0.0,0.84,0.535,0.91
0,1,0.0,0.0,0.0,0.0,0.598,0.0,0.913
0,1,0.0,0.0,0.0,0.0,0.335,0.177,0.832
0,1,0.4,0.222,0.236,0.0,1.0,0.245,0.894
0,1,0.0,0.0,0.0,0.0,0.537,1.0,0.838
0,1,0.511,0.111,0.0,0.0,0.471,0.503,0.927
0,1,0.0,0.0,0.0,0.0,0.264,0.254,0.91
0,1,0.0,0.0,0.0,0.0,0.141,0.347,0.944
0,1,0.0,0.0,0.0,0.0,0.0,0.744,0.945
1,0,0.096,0.497,0.461,0.89,0.588,0.092,0.78
1,0,0.805,0.365,0.287,1.0,0.627,0.453,0.893
1,0,0.447,0.631,0.771,1.0,1.0,0.691,0.91
1,0,0.07,0.265,0.271,1.0,0.954,0.011,0.913
1,0,0.26,0.435,0.478,1.0,0.408,0.25,0.832
1,0,0.0,0.333,0.337,0.752,0.371,0.01,0.894
1,0,1.0,0.0,0.0,0.326,0.165,0.018,0.838
1,0,0.344,0.684,0.74,0.353,0.15,0.62,0.927
1,0,0.369,0.455,0.472,0.163,0.203,0.388,0.91
1,0,0.369,1.0,1.0,0.096,0.142,1.0,0.944
1,0,0.15,0.173,0.215,0.0,0.0,0.0,0.945
1,0.1,1.0,0.137,0.139,0.89,0.588,0.092,0.78
1,0.1,0.794,0.875,0.78,1.0,0.627,0.453,0.893
1,0.1,0.269,0.813,1.0,1.0,1.0,0.691,0.91
1,0.1,0.171,0.139,0.128,1.0,0.954,0.011,0.913
1,0.1,0.431,0.45,0.478,1.0,0.408,0.25,0.832
1,0.1,0.0,0.193,0.184,0.752,0.371,0.01,0.894
1,0.1,0.633,0.435,0.386,0.326,0.165,0.018,0.838
1,0.1,0.349,0.77,0.841,0.353,0.15,0.62,0.927
1,0.1,0.571,0.437,0.48,0.163,0.203,0.388,0.91
1,0.1,0.272,1.0,0.981,0.096,0.142,1.0,0.944
1,0.1,0.353,0.0,0.0,0.0,0.0,0.0,0.945
1,0.2,1.0,0.149,0.175,0.89,0.588,0.092,0.78
1,0.2,0.771,0.822,0.786,1.0,0.627,0.453,0.893
1,0.2,0.0,0.583,0.69,1.0,1.0,0.691,0.91
1,0.2,0.427,0.0,0.0,1.0,0.954,0.011,0.913
1,0.2,0.413,0.43,0.44,1.0,0.408,0.25,0.832
1,0.2,0.178,0.125,0.131,0.752,0.371,0.01,0.894
1,0.2,0.291,1.0,1.0,0.326,0.165,0.018,0.838
1,0.2,0.211,0.772,0.854,0.353,0.15,0.62,0.927
1,0.2,0.426,0.48,0.521,0.163,0.203,0.388,0.91
1,0.2,0.182,0.732,0.731,0.096,0.142,1.0,0.944
1,0.2,0.298,0.079,0.081,0.0,0.0,0.0,0.945
1,0.3,1.0,0.128,0.135,0.89,0.588,0.092,0.78
1,0.3,0.866,0.392,0.345,1.0,0.627,0.453,0.893
1,0.3,0.0,0.394,0.438,1.0,1.0,0.691,0.91
1,0.3,0.914,0.0,0.0,1.0,0.954,0.011,0.913
1,0.3,0.424,0.373,0.358,1.0,0.408,0.25,0.832
1,0.3,0.391,0.06,0.036,0.752,0.371,0.01,0.894
1,0.3,0.293,1.0,1.0,0.326,0.165,0.018,0.838
1,0.3,0.179,0.624,0.652,0.353,0.15,0.62,0.927
1,0.3,0.472,0.326,0.325,0.163,0.203,0.388,0.91
1,0.3,0.187,0.368,0.344,0.096,0.142,1.0,0.944
1,0.3,0.198,0.217,0.218,0.0,0.0,0.0,0.945
1,0.4,1.0,0.09,0.081,0.89,0.588,0.092,0.78
1,0.4,0.96,0.184,0.157,1.0,0.627,0.453,0.893
1,0.4,0.0,0.297,0.316,1.0,1.0,0.691,0.91
1,0.4,0.483,0.0,0.011,1.0,0.954,0.011,0.913
1,0.4,0.46,0.328,0.31,1.0,0.408,0.25,0.832
1,0.4,0.61,0.031,0.0,0.752,0.371,0.01,0.894
1,0.4,0.36,1.0,1.0,0.326,0.165,0.018,0.838
1,0.4,0.229,0.57,0.614,0.353,0.15,0.62,0.927
1,0.4,0.493,0.273,0.256,0.163,0.203,0.388,0.91
1,0.4,0.236,0.187,0.157,0.096,0.142,1.0,0.944
1,0.4,0.282,0.27,0.286,0.0,0.0,0.0,0.945
1,0.5,1.0,0.071,0.096,0.89,0.588,0.092,0.78
1,0.5,0.884,0.136,0.134,1.0,0.627,0.453,0.893
1,0.5,0.093,0.357,0.407,1.0,1.0,0.691,0.91
1,0.5,0.0,0.0,0.001,1.0,0.954,0.011,0.913
1,0.5,0.631,0.321,0.317,1.0,0.408,0.25,0.832
1,0.5,0.83,0.007,0.0,0.752,0.371,0.01,0.894
1,0.5,0.466,1.0,1.0,0.326,0.165,0.018,0.838
1,0.5,0.263,0.593,0.66,0.353,0.15,0.62,0.927
1,0.5,0.443,0.307,0.307,0.163,0.203,0.388,0.91
1,0.5,0.382,0.121,0.124,0.096,0.142,1.0,0.944
1,0.5,0.355,0.343,0.399,0.0,0.0,0.0,0.945
1,0.6,0.888,0.075,0.105,0.89,0.588,0.092,0.78
1,0.6,0.736,0.104,0.107,1.0,0.627,0.453,0.893
1,0.6,0.111,0.403,0.438,1.0,1.0,0.691,0.91
1,0.6,0.0,0.0,0.0,1.0,0.954,0.011,0.913
1,0.6,0.532,0.343,0.334,1.0,0.408,0.25,0.832
1,0.6,1.0,0.015,0.017,0.752,0.371,0.01,0.894
1,0.6,0.434,1.0,1.0,0.326,0.165,0.018,0.838
1,0.6,0.228,0.716,0.765,0.353,0.15,0.62,0.927
1,0.6,0.376,0.284,0.302,0.163,0.203,0.388,0.91
1,0.6,0.352,0.075,0.1,0.096,0.142,1.0,0.944
1,0.6,0.32,0.493,0.545,0.0,0.0,0.0,0.945
1,0.7,0.0,0.0,0.0,0.89,0.588,0.092,0.78
1,0.7,0.899,0.097,0.072,1.0,0.627,0.453,0.893
1,0.7,0.366,0.387,0.407,1.0,1.0,0.691,0.91
1,0.7,0.176,0.032,0.0,1.0,0.954,0.011,0.913
1,0.7,0.85,0.484,0.451,1.0,0.408,0.25,0.832
1,0.7,0.0,0.0,0.0,0.752,0.371,0.01,0.894
1,0.7,0.711,1.0,1.0,0.326,0.165,0.018,0.838
1,0.7,0.444,0.774,0.792,0.353,0.15,0.62,0.927
1,0.7,0.758,0.419,0.416,0.163,0.203,0.388,0.91
1,0.7,1.0,0.032,0.0,0.096,0.142,1.0,0.944
1,0.7,0.651,0.645,0.734,0.0,0.0,0.0,0.945
1,0.8,0.0,0.0,0.0,0.89,0.588,0.092,0.78
1,0.8,0.0,0.0,0.0,1.0,0.627,0.453,0.893
1,0.8,0.363,0.182,0.149,1.0,1.0,0.691,0.91
1,0.8,0.203,0.091,0.0,1.0,0.954,0.011,0.913
1,0.8,1.0,0.727,0.663,1.0,0.408,0.25,0.832
1,0.8,0.0,0.0,0.0,0.752,0.371,0.01,0.894
1,0.8,0.914,1.0,1.0,0.326,0.165,0.018,0.838
1,0.8,0.623,0.818,0.83,0.353,0.15,0.62,0.927
1,0.8,0.98,0.727,0.701,0.163,0.203,0.388,0.91
1,0.8,0.0,0.0,0.0,0.096,0.142,1.0,0.944
1,0.8,0.833,0.909,0.975,0.0,0.0,0.0,0.945
1,0.9,0.0,0.0,0.0,0.89,0.588,0.092,0.78
1,0.9,0.0,0.0,0.0,1.0,0.627,0.453,0.893
1,0.9,0.377,0.2,0.0,1.0,1.0,0.691,0.91
1,0.9,0.0,0.0,0.0,1.0,0.954,0.011,0.913
1,0.9,1.0,1.0,0.056,1.0,0.408,0.25,0.832
1,0.9,0.0,0.0,0.0,0.752,0.371,0.01,0.894
1,0.9,0.927,0.4,1.0,0.326,0.165,0.018,0.838
1,0.9,0.591,1.0,0.064,0.353,0.15,0.62,0.927
1,0.9,0.599,1.0,0.067,0.163,0.203,0.388,0.91
1,0.9,0.0,0.0,0.0,0.096,0.142,1.0,0.944
1,0.9,0.779,1.0,0.113,0.0,0.0,0.0,0.945
1,1,0.0,0.0,0.0,0.89,0.588,0.092,0.78
1,1,0.0,0.0,0.0,1.0,0.627,0.453,0.893
1,1,0.0,0.0,0.0,1.0,1.0,0.691,0.91
1,1,0.0,0.0,0.0,1.0,0.954,0.011,0.913
1,1,1.0,1.0,0.596,1.0,0.408,0.25,0.832
1,1,0.0,0.0,0.0,0.752,0.371,0.01,0.894
1,1,0.0,0.0,0.0,0.326,0.165,0.018,0.838
1,1,0.728,1.0,0.553,0.353,0.15,0.62,0.927
1,1,0.785,1.0,0.592,0.163,0.203,0.388,0.91
1,1,0.0,0.0,0.0,0.096,0.142,1.0,0.944
1,1,0.828,1.0,1.0,0.0,0.0,0.0,0.945
1,0,0.212,0.469,0.396,0.617,0.619,0.269,0.78
1,0,1.0,0.464,0.346,0.943,0.489,0.681,0.893
1,0,0.299,0.52,0.698,1.0,0.413,0.58,0.91
1,0,0.182,0.322,0.355,0.825,0.177,0.253,0.913
1,0,0.0,0.011,0.113,1.0,0.131,0.0,0.832
1,0,0.041,0.502,0.521,0.767,0.0,0.224,0.894
1,0,0.97,0.0,0.0,0.314,0.863,0.354,0.838
1,0,0.582,0.76,0.845,0.235,0.918,0.868,0.927
1,0,0.467,0.656,0.664,0.144,0.878,0.725,0.91
1,0,0.43,1.0,1.0,0.08,0.908,1.0,0.944
1,0,0.237,0.128,0.145,0.0,1.0,0.193,0.945
1,0.1,0.916,0.155,0.093,0.617,0.619,0.269,0.78
1,0.1,1.0,1.0,0.818,0.943,0.489,0.681,0.893
1,0.1,0.089,0.75,1.0,1.0,0.413,0.58,0.91
1,0.1,0.242,0.361,0.394,0.825,0.177,0.253,0.913
1,0.1,0.0,0.0,0.0,1.0,0.131,0.0,0.832
1,0.1,0.324,0.192,0.222,0.767,0.0,0.224,0.894
1,0.1,0.59,0.624,0.45,0.314,0.863,0.354,0.838
1,0.1,0.861,0.574,0.694,0.235,0.918,0.868,0.927
1,0.1,0.743,0.42,0.445,0.144,0.878,0.725,0.91
1,0.1,0.599,0.543,0.549,0.08,0.908,1.0,0.944
1,0.1,0.29,0.224,0.167,0.0,1.0,0.193,0.945
1,0.2,0.836,0.155,0.128,0.617,0.619,0.269,0.78
1,0.2,1.0,1.0,0.996,0.943,0.489,0.681,0.893
1,0.2,0.0,0.707,1.0,1.0,0.413,0.58,0.91
1,0.2,0.276,0.246,0.31,0.825,0.177,0.253,0.913
1,0.2,0.017,0.0,0.0,1.0,0.131,0.0,0.832
1,0.2,0.59,0.064,0.131,0.767,0.0,0.224,0.894
1,0.2,0.513,0.761,0.758,0.314,0.863,0.354,0.838
1,0.2,0.667,0.461,0.598,0.235,0.918,0.868,0.927
1,0.2,0.597,0.401,0.432,0.144,0.878,0.725,0.91
1,0.2,0.466,0.145,0.165,0.08,0.908,1.0,0.944
1,0.2,0.177,0.414,0.386,0.0,1.0,0.193,0.945
1,0.3,0.964,0.096,0.143,0.617,0.619,0.269,0.78
1,0.3,1.0,0.971,0.83,0.943,0.489,0.681,0.893
1,0.3,0.0,1.0,1.0,1.0,0.413,0.58,0.91
1,0.3,0.381,0.192,0.19,0.825,0.177,0.253,0.913
1,0.3,0.026,0.125,0.07,1.0,0.131,0.0,0.832
1,0.3,0.945,0.038,0.076,0.767,0.0,0.224,0.894
1,0.3,0.775,0.51,0.581,0.314,0.863,0.354,0.838
1,0.3,0.605,0.51,0.439,0.235,0.918,0.868,0.927
1,0.3,0.587,0.404,0.3,0.144,0.878,0.725,0.91
1,0.3,0.294,0.0,0.0,0.08,0.908,1.0,0.944
1,0.3,0.196,0.596,0.425,0.0,1.0,0.193,0.945
1,0.4,0.826,0.121,0.232,0.617,0.619,0.269,0.78
1,0.4,0.943,0.466,0.413,0.943,0.489,0.681,0.893
1,0.4,0.0,1.0,1.0,1.0,0.413,0.58,0.91
1,0.4,0.268,0.103,0.038,0.825,0.177,0.253,0.913
1,0.4,0.009,0.207,0.104,1.0,0.131,0.0,0.832
1,0.4,1.0,0.052,0.036,0.767,0.0,0.224,0.894
1,0.4,0.993,0.241,0.389,0.314,0.863,0.354,0.838
1,0.4,0.571,0.517,0.46,0.235,0.918,0.868,0.927
1,0.4,0.387,0.328,0.2,0.144,0.878,0.725,0.91
1,0.4,0.791,0.0,0.0,0.08,0.908,1.0,0.944
1,0.4,0.149,0.621,0.635,0.0,1.0,0.193,0.945
1,0.5,0.364,0.05,1.0,0.617,0.619,0.269,0.78
1,0.5,0.676,0.175,0.102,0.943,0.489,0.681,0.893
1,0.5,0.233,1.0,0.72,1.0,0.413,0.58,0.91
1,0.5,0.197,0.075,0.131,0.825,0.177,0.253,0.913
1,0.5,0.307,0.15,0.163,1.0,0.131,0.0,0.832
1,0.5,1.0,0.025,0.0,0.767,0.0,0.224,0.894
1,0.5,0.0,0.0,0.0,0.314,0.863,0.354,0.838
1,0.5,0.517,0.2,0.137,0.235,0.918,0.868,0.927
1,0.5,0.502,0.2,0.137,0.144,0.878,0.725,0.91
1,0.5,0.896,0.025,0.0,0.08,0.908,1.0,0.944
1,0.5,0.347,0.5,0.479,0.0,1.0,0.193,0.945
1,0.6,0.0,0.0,0.0,0.617,0.619,0.269,0.78
1,0.6,1.0,0.12,0.191,0.943,0.489,0.681,0.893
1,0.6,0.287,1.0,1.0,1.0,0.413,0.58,0.91
1,0.6,0.112,0.08,0.172,0.825,0.177,0.253,0.913
1,0.6,0.735,0.08,0.071,1.0,0.131,0.0,0.832
1,0.6,0.0,0.0,0.0,0.767,0.0,0.224,0.894
1,0.6,0.0,0.0,0.0,0.314,0.863,0.354,0.838
1,0.6,0.586,0.16,0.298,0.235,0.918,0.868,0.927
1,0.6,0.879,0.16,0.134,0.144,0.878,0.725,0.91
